Laa,ndaa,Haau,mmw,gravy,aroma,locus_tag
293,19,3.9302,121.35,+0.2563,0.0341,b3125
255,20,4.0474,124.82,+0.0643,0.0824,b3126
443,20,4.0548,128.31,+0.7009,0.1467,b3127
522,20,4.1078,125.78,-0.0174,0.0613,b3128
110,19,4.0861,129.01,-0.6009,0.0455,b3129
153,20,4.1363,133.62,-0.7752,0.1176,b3130
268,19,4.0260,127.80,-0.2396,0.0373,b3131
425,20,4.1170,128.70,-0.1795,0.0800,b3132
156,20,3.9962,126.58,+0.2154,0.0577,b3133
,,,,,,b3134
,,,,,,b3135
383,20,4.1088,126.72,+0.0428,0.0862,b3136
285,20,4.1128,127.29,-0.0196,0.0702,b3137
157,20,4.0071,129.31,-0.1389,0.0637,b3138
266,20,3.9697,125.14,+0.7951,0.1241,b3139
262,20,4.0581,128.14,+0.5611,0.1183,b3140
250,20,4.0506,128.31,-0.0812,0.0520,b3141
193,20,4.0258,124.72,-0.0389,0.0725,b3142
230,20,4.0805,129.00,-0.2726,0.0913,b3143
837,20,4.1024,129.68,-0.5928,0.1099,b3144
362,20,4.0272,124.05,-0.1318,0.0718,b3145
285,20,3.9720,127.48,-0.1754,0.0491,b3146
677,20,4.0192,125.36,-0.2749,0.0561,b3147
130,20,4.0448,130.69,-0.5408,0.0923,b3148
195,19,4.0228,125.48,+0.0138,0.0308,b3149
190,19,3.8791,122.64,+0.0347,0.0316,b3150
345,20,3.9295,125.57,+0.8533,0.1130,b3151
210,20,4.0857,127.77,-0.1043,0.0524,b3152
171,18,3.9600,127.42,-0.2544,0.0702,b3153
146,20,4.1206,131.90,-0.2904,0.1027,b3154
99,18,3.9050,130.34,-0.5444,0.0808,b3155
166,20,3.9585,128.76,-0.0867,0.1024,b3156
173,20,4.0017,130.86,-0.0162,0.0694,b3157
330,20,4.1436,129.83,-0.2776,0.0848,b3158
291,20,4.1095,129.31,-0.1213,0.0893,b3159
334,20,4.1041,128.73,-0.1725,0.0868,b3160
413,20,3.9366,125.00,+0.8605,0.1308,b3161
628,20,3.9830,130.11,-0.5896,0.0494,b3162
25,14,3.6235,131.22,+0.0200,0.0800,b4685
293,20,4.0122,132.25,-0.3290,0.1160,b3163
710,20,4.0268,126.40,-0.1477,0.0479,b3164
88,17,3.8723,133.01,-0.7023,0.0455,b3165
313,19,4.0512,129.64,-0.3751,0.0639,b3166
132,18,4.0053,131.69,-0.4159,0.0606,b3167
889,20,3.9639,127.35,-0.5359,0.0315,b3168
494,20,3.9747,128.79,-0.2824,0.0486,b3169
149,20,4.0475,128.76,+0.0342,0.0671,b3170
446,20,4.1406,129.56,-0.3762,0.0852,b3172
540,20,4.1440,130.24,+0.0463,0.1222,b3173
109,18,3.8573,120.91,+0.3615,0.0734,b3175
444,20,4.0324,124.76,+0.0090,0.0541,b3176
281,20,4.0817,126.43,-0.0292,0.0498,b3177
643,20,4.0899,127.75,-0.2664,0.0622,b3178
208,20,4.0396,129.48,-0.2543,0.0817,b3179
96,17,3.7927,128.79,-0.2042,0.0104,b3180
157,19,3.9749,129.43,-0.3809,0.0510,b3181
476,20,4.1061,126.52,-0.0546,0.0798,b3182
389,20,4.0738,128.91,-0.4576,0.0746,b3183
320,20,3.9548,126.81,+0.8487,0.1125,b3184
84,17,3.7637,124.86,-0.6679,0.0595,b3185
102,19,3.8845,129.93,-0.3912,0.0784,b3186
322,20,4.0441,126.92,-0.1016,0.0528,b3187
91,19,4.0722,131.70,-0.7033,0.0879,b3188
418,20,4.0359,124.88,+0.0658,0.0431,b3189
83,19,4.1155,130.09,-0.2916,0.0843,b3190
96,19,3.9014,127.71,+0.0125,0.0417,b3191
210,19,4.0425,131.41,-0.4267,0.0952,b3192
182,20,3.9869,124.76,-0.0786,0.0659,b3193
259,20,3.9062,125.02,+0.8432,0.0888,b3194
268,20,4.0598,126.03,+0.1269,0.0560,b3195
324,20,3.8315,124.78,+1.0127,0.0679,b3196
327,20,4.0505,125.19,+0.2177,0.0398,b3197
187,20,3.9427,124.15,+0.2299,0.0481,b3198
190,19,4.0620,131.45,-0.3842,0.0789,b3199
184,18,3.9717,126.59,-0.4571,0.0598,b3200
240,19,3.9939,129.06,-0.1329,0.0500,b3201
476,20,4.0568,131.12,-0.4403,0.0546,b3202
94,17,3.9321,130.79,-0.4223,0.0638,b3203
162,19,3.9886,127.95,-0.1796,0.0309,b3204
283,20,4.0704,132.30,-0.3237,0.0777,b3205
89,17,3.8577,126.56,-0.1090,0.0449,b3206
209,20,4.1102,133.78,-0.5689,0.0766,b3207
241,19,4.0749,130.85,-0.0079,0.1203,b3208
216,19,3.9989,123.72,+0.2597,0.0370,b3209
777,20,4.0757,131.06,-0.2535,0.0669,b3210
308,20,4.1429,129.89,-0.3071,0.0747,b3211
1485,20,4.1379,127.88,-0.2158,0.0795,b3212
471,20,4.1349,128.13,-0.3180,0.0743,b3213
253,20,3.9703,121.58,+0.0202,0.0553,b3214
223,19,4.0487,130.97,-0.3762,0.0762,b3215
792,20,4.0941,126.78,-0.3374,0.0859,b3216
,,,,,,b4569
337,20,4.1707,134.27,-0.5409,0.0890,b3218
237,20,3.9778,122.45,+0.0080,0.0633,b3219
374,20,4.1202,133.37,-0.3816,0.1016,b3220
153,19,4.0860,128.40,-0.1980,0.0588,b3221
290,20,3.8330,119.72,+0.2666,0.0310,b3222
228,19,3.9464,122.95,+0.1548,0.0263,b3223
495,20,4.0035,125.90,+0.6861,0.1253,b3224
296,20,4.0814,127.62,-0.0378,0.0811,b3225
262,19,4.0321,130.13,-0.4164,0.0611,b3226
454,20,3.9713,125.24,+0.9733,0.0881,b3227
164,19,3.9759,128.46,-0.4463,0.0610,b3228
211,20,4.1015,132.50,-0.2754,0.0948,b3229
129,18,3.9262,132.02,-0.7070,0.0698,b3230
141,18,3.9759,130.56,-0.5574,0.0709,b3231
374,20,4.1351,132.76,-0.2944,0.0856,b3232
131,19,3.9802,131.08,-0.5710,0.0763,b3233
454,18,3.8802,121.66,+0.0511,0.0352,b3234
354,18,3.9423,123.75,+0.1096,0.0367,b3235
311,19,3.9174,121.51,+0.1881,0.0450,b3236
155,19,3.9981,126.69,-0.0194,0.0645,b3237
86,19,3.8891,123.21,-0.1105,0.0581,b3238
89,19,3.8949,137.64,-0.4011,0.1348,b3239
654,20,4.1068,130.31,+0.2807,0.0872,b3240
309,19,4.0336,130.07,-0.2825,0.0777,b3241
66,17,3.6382,134.64,+1.4788,0.2273,b3242
308,20,4.1158,129.59,-0.0620,0.0779,b3243
480,20,4.0189,124.71,-0.1269,0.0604,b3244
1265,20,4.0854,127.82,-0.2809,0.0822,b4472
488,20,4.0855,131.16,-0.2830,0.0656,b3247
196,19,3.9920,127.03,-0.1980,0.0510,b3248
161,19,3.8305,133.78,+1.0491,0.1491,b3249
366,20,3.9795,125.61,-0.1577,0.0383,b3250
346,19,3.9932,124.38,+0.0520,0.0434,b3251
645,20,4.1168,131.49,-0.1952,0.0775,b3252
323,20,4.0620,125.06,-0.0099,0.0619,b3253
,,,,,,b4697
,,,,,,b4646
155,19,3.9171,124.71,-0.0019,0.0387,b3255
448,20,4.1073,127.77,-0.1779,0.0670,b3256
79,19,3.9377,131.29,+0.6329,0.1646,b3257
482,20,3.9261,125.00,+0.9143,0.0934,b3258
292,20,4.0690,126.67,-0.0716,0.0651,b3259
320,20,4.1404,129.63,-0.2525,0.0688,b3260
97,17,3.8941,132.35,-0.5557,0.0619,b3261
293,20,4.1642,131.49,-0.4051,0.0956,b3262
58,18,3.9306,139.64,+0.2414,0.1552,b3263
219,20,4.1085,132.39,-0.1941,0.0731,b3264
384,20,4.0119,125.22,-0.2346,0.0495,b3265
1033,20,4.0507,125.76,+0.3202,0.0833,b3266
72,19,3.8846,119.44,+0.3750,0.0278,b3267
,,,,,,b3268
392,20,3.9520,127.99,+0.6929,0.1122,b3269
366,20,4.0775,130.95,+0.5634,0.1366,b3270
251,20,4.1606,131.26,-0.1606,0.0598,b3271
183,20,4.0269,127.83,-0.2175,0.0601,b3279
84,20,4.0905,135.37,-0.7798,0.1190,b3280
271,20,4.0554,126.00,+0.0812,0.0775,b3281
189,20,4.0280,127.11,-0.0677,0.0741,b3282
179,19,4.1195,128.19,-0.3274,0.0782,b3283
156,20,3.9513,135.71,-0.1032,0.1026,b3284
373,20,4.0260,127.41,+0.0501,0.0751,b4473
168,19,3.9385,132.18,-0.3030,0.0298,b3287
314,20,4.0601,126.36,-0.0662,0.0541,b3288
428,20,4.1201,130.63,-0.3993,0.0678,b3289
457,19,4.0293,127.90,-0.0188,0.0525,b3290
135,18,3.9062,127.70,+0.4889,0.0815,b3291
71,20,4.0160,131.00,-1.0366,0.0845,b4550
140,19,4.0024,132.52,-0.5214,0.0571,b3292
121,19,3.8513,132.03,-0.6207,0.0579,b3293
126,19,3.9477,130.83,-0.5841,0.0556,b3294
328,20,4.0005,128.88,-0.2341,0.0305,b3295
205,20,3.9963,131.77,-0.6766,0.0634,b3296
128,20,3.9599,125.01,-0.4641,0.0469,b3297
117,19,3.9066,128.70,-0.4436,0.0256,b3298
37,15,3.5775,131.94,-0.6784,0.0000,b3299
442,20,4.0149,127.43,+0.5995,0.1154,b3300
143,18,3.7248,121.73,-0.2650,0.0350,b3301
58,17,3.8413,128.23,-0.1724,0.0172,b3302
166,18,3.9060,123.16,-0.1127,0.0361,b3303
116,17,3.7905,126.81,-0.4147,0.0517,b3304
176,20,3.9511,124.57,-0.2392,0.0511,b3305
129,18,3.9768,126.37,-0.1155,0.0465,b3306
100,20,3.9606,132.33,-0.8220,0.0600,b3307
178,20,4.0547,131.23,-0.2944,0.0955,b3308
103,16,3.7595,126.43,-0.4029,0.0485,b3309
122,19,3.9661,127.78,-0.1443,0.0328,b3310
83,20,3.9525,133.14,-0.3193,0.0482,b3311
62,15,3.5435,132.92,-0.6984,0.0161,b3312
135,19,3.9301,130.10,-0.4007,0.0741,b3313
232,19,4.0113,129.37,-0.4319,0.0560,b3314
109,18,3.8465,128.81,-0.3697,0.0183,b3315
91,19,3.9930,130.99,-0.6473,0.0659,b3316
272,20,4.0062,127.25,-0.7088,0.0441,b3317
99,19,3.8205,129.63,-0.3960,0.0404,b3318
200,19,3.9707,127.70,-0.2460,0.0500,b3319
208,19,3.9196,124.24,-0.2452,0.0529,b3320
102,18,3.8997,131.61,-0.3745,0.0294,b3321
138,20,4.0440,131.98,-0.2848,0.1014,b3322
488,20,4.0913,131.02,-0.1551,0.0676,b3323
270,19,4.0180,128.71,-0.1978,0.0667,b3324
649,20,4.0508,126.72,-0.1874,0.0570,b3325
492,20,4.0589,128.71,-0.1364,0.0407,b3326
397,20,3.9881,129.32,+0.1395,0.0504,b3327
144,19,4.0059,127.43,-0.3389,0.0625,b3328
168,20,4.0133,127.63,-0.0750,0.0714,b3329
124,19,3.9247,128.92,-0.5629,0.0484,b3330
194,19,3.9520,131.84,-0.3778,0.0619,b3331
326,20,4.0727,133.04,-0.3675,0.0951,b3332
386,20,4.1290,133.02,-0.3404,0.0959,b3333
152,20,4.0493,130.41,-0.1678,0.0658,b3334
224,20,3.9486,128.76,+0.9196,0.1518,b3335
157,19,3.9297,134.87,-0.4873,0.0764,b3336
63,18,4.0328,132.51,-0.4079,0.0794,b3337
896,20,4.1105,126.17,-0.5100,0.0960,b3338
393,20,4.0377,127.77,-0.2013,0.0636,b3339
703,20,4.1113,128.16,-0.2886,0.0697,b3340
178,19,3.9625,129.64,-0.4730,0.0618,b3341
123,18,3.9106,128.49,-0.6431,0.0407,b3342
94,19,3.9436,130.45,+0.0713,0.0745,b3343
118,19,3.8660,127.30,+0.2678,0.1017,b3344
127,18,3.8350,124.25,+0.1520,0.0945,b3345
239,19,4.0912,129.61,-0.1711,0.0628,b3346
269,19,3.8635,124.83,-0.4669,0.0632,b3347
71,17,3.7611,131.61,-0.5113,0.0282,b3348
195,19,3.8607,124.19,-0.3944,0.0410,b3349
65,17,3.8991,132.62,-0.6492,0.0462,b4551
600,20,3.9663,128.45,+0.4520,0.0883,b3350
183,20,4.1086,131.72,-0.2623,0.1148,b3351
636,20,4.0456,130.74,-0.4668,0.0645,b3352
339,20,4.1953,131.13,-0.2525,0.1032,b3353
71,20,4.0042,135.20,-0.5465,0.0704,b3354
288,19,4.1487,129.80,-0.1719,0.0938,b3355
133,20,4.0505,126.04,+0.0549,0.0451,b3356
209,20,4.1230,130.41,-0.2201,0.0622,b3357
699,20,4.1062,132.21,+0.0445,0.0930,b3358
405,20,4.0971,125.71,+0.0405,0.0889,b3359
186,20,4.1619,128.89,-0.0323,0.0806,b3360
199,20,4.0968,132.64,-0.3719,0.1106,b3361
54,18,3.7168,137.45,-0.9759,0.0556,b3362
189,18,4.0218,125.33,-0.1455,0.0847,b3363
392,20,4.0122,127.75,+0.8714,0.1403,b3364
846,20,4.1475,127.91,-0.2135,0.0697,b3365
107,20,4.0750,131.42,-0.2308,0.0935,b3366
267,20,3.9687,124.43,+0.7109,0.1236,b3367
456,20,4.0699,127.23,-0.0467,0.0570,b3368
54,18,3.9538,123.01,+0.2907,0.0556,b3369
444,20,3.9851,124.83,+0.8270,0.1171,b3370
339,20,4.1777,131.35,-0.0543,0.1032,b3371
275,20,4.1324,130.81,-0.2476,0.0873,b4474
260,20,4.1079,126.41,-0.0681,0.1077,b3374
242,20,4.1423,132.36,-0.3550,0.0992,b3375
360,19,3.9838,124.82,+0.1186,0.0556,b3376
433,20,3.9462,125.10,+0.9173,0.0947,b3377
116,19,3.9248,124.30,+0.1379,0.0517,b3378
291,19,4.1431,130.61,-0.2430,0.0825,b3379
407,20,4.0810,127.13,-0.0550,0.0663,b3380
386,20,4.0910,127.20,-0.0057,0.0751,b3381
119,20,3.9809,130.44,-0.0345,0.0420,b3382
300,20,4.0775,129.20,-0.1463,0.0633,b3383
333,20,4.1565,129.99,-0.3264,0.0841,b3384
251,20,4.0312,126.54,-0.1414,0.0717,b3385
224,19,4.0479,126.97,+0.0580,0.0714,b3386
277,20,4.1294,133.36,-0.3964,0.1408,b3387
427,19,3.8933,125.77,-0.9417,0.0281,b3388
361,20,4.0318,125.30,+0.1634,0.0582,b3389
172,19,3.9949,130.74,-0.6360,0.0465,b3390
411,19,3.9576,126.45,-0.1219,0.0341,b3391
133,19,4.0030,130.41,-0.6737,0.0602,b3392
145,20,3.9453,133.17,-0.0221,0.1310,b3393
178,19,3.8054,134.01,-0.3573,0.0787,b3394
258,20,4.0465,129.84,-0.1837,0.0891,b3395
849,20,4.1348,128.13,-0.2578,0.0931,b3396
185,19,4.0294,131.55,-0.2659,0.0865,b3397
710,20,4.1310,129.76,-0.1000,0.0845,b3398
221,20,4.1425,132.27,-0.3195,0.0950,b3399
132,19,3.9393,134.28,-0.9629,0.0530,b3400
291,20,4.0907,129.30,-0.3206,0.0619,b3401
573,20,4.0254,130.56,+0.4518,0.1082,b3402
539,20,4.1411,128.39,-0.3191,0.1002,b3403
449,20,4.0926,129.78,-0.0641,0.0780,b3404
238,20,4.0283,132.32,-0.3550,0.0630,b3405
157,20,4.0574,135.07,-0.7089,0.1146,b3406
772,20,4.0754,128.08,-0.3372,0.0544,b3407
74,20,4.0202,129.12,+0.0284,0.0676,b3408
772,20,4.1007,127.24,+0.4199,0.0907,b3409
77,17,3.9062,128.55,-0.2364,0.0260,b3410
291,20,4.1274,131.82,-0.1577,0.0893,b3411
255,20,4.0827,129.21,+0.0314,0.0863,b3412
226,20,3.9687,131.19,-0.0566,0.0575,b3413
190,19,4.1008,127.74,-0.2674,0.0684,b3414
437,20,3.9114,122.86,+1.0272,0.0778,b3415
693,20,4.1791,131.08,-0.3961,0.1010,b3416
796,20,4.1530,131.55,-0.3506,0.0967,b3417
900,20,4.0637,132.42,-0.2752,0.0789,b3418
337,20,3.9614,124.11,+0.1252,0.0534,b4475
407,20,4.1852,128.76,-0.2258,0.0762,b3421
531,20,4.0831,131.29,-0.3670,0.0904,b3422
251,20,4.0876,129.16,-0.2215,0.0478,b3423
275,20,4.0829,131.31,+0.3640,0.1491,b3424
107,20,4.0945,129.54,-0.2850,0.1215,b3425
500,20,4.1368,131.22,-0.3890,0.0980,b3426
,,,,,,b3427
814,20,4.1716,132.29,-0.3414,0.1007,b3428
476,20,4.0764,128.67,-0.0015,0.1092,b3429
430,20,4.1756,130.92,-0.2716,0.0837,b3430
656,20,4.1480,129.95,-0.3445,0.1052,b3431
727,20,4.1797,133.82,-0.5128,0.1320,b3432
366,20,4.1071,126.94,-0.0344,0.0683,b3433
196,19,3.8170,126.90,+1.0107,0.0663,b3434
445,20,3.9009,121.98,+1.0398,0.0787,b4476
174,20,4.1098,129.47,-0.3310,0.0690,b3437
330,20,4.0826,127.93,-0.1100,0.0545,b3438
230,19,4.1692,131.62,-0.4809,0.0957,b3439
344,20,4.1279,130.27,-0.3526,0.1047,b3440
161,20,4.1635,133.82,-0.4429,0.0870,b3441
391,20,4.0622,130.76,-0.3522,0.0972,b3442
,,,,,,b3443
90,19,4.0229,126.01,-0.3411,0.0444,b3444
166,20,4.1415,134.97,-0.5355,0.1084,b3445
50,17,3.9011,135.57,-0.1680,0.1000,b4612
93,19,4.0044,130.53,-0.2882,0.1398,b3446
579,20,4.0662,124.44,-0.2240,0.0743,b3447
145,18,3.6780,131.63,-1.0697,0.0207,b3448
246,20,4.1104,128.83,-0.2211,0.0691,b3449
355,20,4.0625,128.93,-0.2304,0.0535,b3450
280,20,4.0002,129.98,+0.8718,0.1286,b3451
294,19,3.9387,130.65,+0.7337,0.1871,b3452
437,20,4.1220,128.54,-0.5087,0.1121,b3453
236,20,4.0624,128.87,-0.1047,0.0636,b3454
254,20,4.0455,129.34,-0.1555,0.0512,b3455
424,20,3.9347,126.79,+0.7863,0.1203,b3456
307,20,3.9300,124.96,+0.9300,0.1107,b3457
368,20,4.0593,124.62,-0.2326,0.0707,b3458
126,20,4.0956,131.95,-0.3778,0.0873,b3459
366,20,4.0268,124.37,-0.1951,0.0738,b3460
283,19,4.0599,132.22,-0.5106,0.0742,b3461
351,20,4.0613,127.40,+0.1869,0.0883,b3462
221,20,4.0498,127.92,-0.0864,0.0588,b3463
496,19,3.8644,127.62,-0.3391,0.0484,b3464
197,20,4.0738,127.30,-0.2766,0.0660,b3465
88,19,3.8716,132.82,+0.7205,0.1136,b3466
118,18,4.0302,131.13,-0.4822,0.0932,b3467
207,20,3.8513,132.22,+0.9696,0.1787,b3468
731,20,3.9340,122.93,+0.2795,0.0410,b3469
80,19,4.0223,129.83,-0.2538,0.0625,b3470
220,20,3.9861,132.19,+0.7664,0.1773,b3471
184,20,3.9520,124.74,-0.2408,0.0217,b3472
404,20,3.8546,121.99,+1.0106,0.1015,b3473
348,20,3.9385,128.28,+0.9287,0.0805,b3474
194,20,4.1091,129.45,-0.1639,0.0825,b3475
523,20,4.1277,130.00,-0.2650,0.0975,b3476
313,20,3.9847,130.15,+0.6153,0.1022,b3477
276,19,3.9035,127.48,+0.7275,0.0906,b3478
253,19,3.9743,123.43,+0.2905,0.0237,b3479
267,20,3.9876,128.77,-0.1330,0.0375,b3480
132,19,3.9484,131.23,-0.5508,0.0379,b3481
1410,20,4.1148,130.95,-0.7470,0.0929,b3482
126,20,4.0634,132.15,-0.1540,0.1111,b3483
,,,,,,b4552
377,20,4.1407,132.06,-0.3456,0.0769,b3484
373,19,4.0126,127.70,+0.5088,0.0831,b3485
910,20,4.0987,128.60,+0.0751,0.0725,b3486
354,19,3.8827,127.28,-0.1664,0.0452,b3487
539,20,4.1756,131.21,-0.3453,0.0872,b3488
,,,,,,b4660
349,20,3.9706,125.49,+1.1077,0.1146,b3491
399,20,4.1189,127.27,-0.0411,0.0827,b3492
498,20,4.0196,124.92,+0.5201,0.0763,b3493
110,20,4.0541,135.09,+0.3973,0.1364,b3494
143,20,4.0452,129.32,-0.0692,0.0559,b3495
488,20,4.0095,127.49,+0.8941,0.1373,b3496
249,20,3.9542,125.64,-0.0165,0.0562,b3497
679,20,4.1315,131.44,-0.4197,0.1119,b3498
279,19,4.0969,131.97,-0.3695,0.0860,b3499
449,20,4.1163,126.31,-0.1169,0.0757,b3500
41,16,3.5637,133.45,+0.6756,0.0488,b4613
116,19,3.9659,130.97,-0.0009,0.0517,b3501
428,20,3.8632,123.97,+1.0790,0.1028,b3502
140,19,4.0326,130.19,-0.2957,0.0429,b3503
,,,,,,b3504
337,20,4.1707,134.27,-0.5409,0.0890,b3505
187,20,4.1001,129.32,-0.1513,0.1176,b3506
175,19,4.0568,133.78,+0.2600,0.0800,b3507
214,20,3.9856,125.79,+0.5290,0.0607,b3508
107,20,4.0829,129.17,-0.2617,0.0841,b3509
109,17,3.8111,125.43,-0.2275,0.0550,b3510
189,20,3.8638,127.82,+1.2672,0.1376,b3511
174,20,3.9673,135.54,-0.2098,0.0977,b3512
384,20,3.9802,124.89,-0.2125,0.0391,b3513
1036,20,4.0430,125.51,+0.3163,0.0840,b3514
241,20,4.0918,133.70,-0.1627,0.0954,b3515
273,20,4.1111,133.08,-0.0842,0.0989,b3516
465,20,4.2024,130.99,-0.2828,0.1097,b3517
464,20,4.1658,128.84,-0.4002,0.0927,b3518
548,20,4.1460,133.98,-0.5677,0.1204,b3519
199,20,4.1401,130.85,-0.1025,0.0704,b3520
298,20,4.0654,129.36,-0.0557,0.0772,b3521
336,20,4.0915,130.40,+0.2051,0.1071,b3522
439,19,3.9029,125.21,+0.8144,0.1230,b3523
685,20,4.0456,126.49,-0.2146,0.0613,b3524
254,20,4.1164,133.97,-0.1307,0.0984,b3525
308,20,4.1040,127.80,-0.2019,0.0812,b3526
497,20,4.0676,129.44,-0.3445,0.0644,b3527
427,20,3.9483,124.07,+0.8693,0.0820,b3528
661,20,4.0679,130.32,+0.1802,0.0620,b3529
1156,20,4.0471,128.37,-0.5939,0.0804,b3530
367,20,4.1413,131.23,-0.4883,0.1226,b3531
778,20,4.1164,128.39,-0.1285,0.0823,b3532
871,20,4.1787,132.41,+0.0564,0.1171,b3533
,,,,,,b3534
61,17,3.7884,130.62,-0.3852,0.0984,b3535
522,20,4.1456,131.57,-0.2312,0.0747,b3536
62,17,3.7918,134.38,+0.1065,0.0968,b3537
558,20,4.1375,128.91,+0.0190,0.1237,b3538
34,17,3.8444,128.82,+0.6500,0.1176,b4453
422,20,3.9960,129.64,+0.9434,0.1398,b3539
333,19,4.0960,130.36,-0.4354,0.0571,b3540
326,19,4.0932,127.51,-0.1187,0.0491,b3541
299,20,3.9544,125.57,+0.8037,0.0936,b3542
338,20,4.0059,128.51,+0.6882,0.0828,b3543
534,20,4.1703,130.64,-0.4672,0.1067,b3544
562,20,4.1954,131.28,-0.1132,0.1121,b3546
401,20,3.9497,124.75,+0.7970,0.1097,b3547
231,19,4.0598,129.71,-0.3593,0.1126,b3548
186,20,4.2379,130.65,-0.2919,0.1022,b3549
145,20,4.1818,134.94,-0.1421,0.1310,b3550
776,20,4.1820,128.45,-0.3022,0.0966,b3551
218,19,3.8620,119.15,-0.0821,0.0321,b3552
323,20,4.0888,127.14,-0.0006,0.0588,b3553
235,20,3.9919,126.58,-0.1600,0.0851,b3554
95,20,4.0038,132.58,-0.4211,0.0421,b3555
69,18,3.8547,123.15,-0.2826,0.1159,b3556
,,,,,,b4647
49,18,3.8293,137.38,+0.5102,0.1429,b4455
172,19,4.0113,131.83,-0.4686,0.0756,b3557
282,20,4.1395,136.20,-0.6805,0.1099,b3558
688,20,4.0390,129.44,-0.2222,0.0727,b3559
302,20,4.1739,132.67,-0.3993,0.1225,b3560
98,19,4.1299,132.17,-0.2204,0.1122,b4553
330,20,4.0754,131.41,+0.6885,0.1333,b3561
144,19,4.0040,128.94,+0.4194,0.1458,b3562
112,20,3.9484,128.78,+0.9893,0.1518,b3563
483,20,4.0730,126.65,-0.0959,0.0683,b3564
439,20,4.1585,130.98,-0.4474,0.1162,b3565
329,20,3.9932,126.17,-0.1337,0.0486,b3566
512,20,4.0606,128.02,-0.0186,0.0352,b3567
392,19,3.8568,122.30,+0.8459,0.0791,b3568
391,20,4.1447,132.39,-0.3363,0.0921,b3569
273,20,4.0769,130.54,-0.5634,0.0879,b3570
675,20,4.1664,129.96,-0.4724,0.1200,b3571
416,20,4.1407,129.94,-0.0700,0.0889,b3572
156,19,4.0375,128.98,-0.1212,0.0385,b3573
281,20,4.1146,128.04,-0.1690,0.0641,b3574
331,20,4.1362,128.05,-0.1958,0.0695,b3575
154,20,4.1018,131.00,-0.0623,0.0844,b3576
156,20,4.0058,129.34,+0.8179,0.1154,b3577
424,20,3.9053,124.66,+1.1708,0.0967,b3578
327,19,4.0642,127.56,-0.2046,0.0826,b3579
497,20,4.1583,128.69,-0.1300,0.0905,b3580
219,20,3.9396,124.39,+0.0192,0.0548,b3581
285,20,4.1450,131.37,-0.2196,0.0982,b3582
230,20,4.1394,128.50,-0.2257,0.0913,b3583
,,,,,,b4648
,,,,,,b4649
245,19,4.0833,129.30,-0.2237,0.1306,b3584
323,20,4.1618,132.95,-0.3337,0.0960,b3585
377,19,4.0611,128.42,-0.0326,0.0822,b3586
106,19,4.0372,133.67,+0.4255,0.1509,b3587
511,20,4.1520,127.91,-0.1198,0.0939,b3588
382,19,4.0228,123.26,+0.1639,0.0497,b3589
613,20,4.0594,130.12,-0.3576,0.0620,b3590
462,20,4.0024,127.23,-0.0591,0.0433,b3591
201,20,4.0440,129.44,-0.0363,0.0746,b3592
1376,20,4.1018,131.51,-0.7591,0.0916,b3593
279,20,4.0121,131.72,-0.3946,0.0681,b3594
,,,,,,b3595
152,20,4.0801,135.97,-0.6428,0.1447,b3596
,,,,,,b4650
,,,,,,b4651
,,,,,,b4615
,,,,,,b4652
377,19,4.0408,128.99,+0.0034,0.0796,b3597
119,19,4.0673,133.28,+0.2185,0.1513,b3598
636,20,4.0506,124.65,+0.3267,0.0692,b3599
381,20,4.0309,125.60,-0.0454,0.0525,b3600
194,19,4.0091,130.60,-0.2062,0.0722,b3601
68,16,3.8517,133.40,-0.5706,0.1029,b4554
119,18,3.8513,131.85,-0.6496,0.0336,b3602
550,20,3.9519,125.32,+0.9080,0.1345,b3603
257,20,4.0725,130.92,-0.3774,0.0623,b3604
395,20,4.0557,125.81,+0.0319,0.0734,b3605
156,20,4.1194,130.69,-0.2564,0.0962,b3606
272,20,4.1116,125.25,-0.0051,0.0588,b3607
338,20,4.0429,125.15,-0.0305,0.0533,b3608
154,20,4.1338,129.24,-0.2013,0.0974,b3609
82,19,4.0841,127.63,-0.3415,0.0610,b3610
142,19,3.9958,126.80,+0.0514,0.0493,b3611
513,20,4.0789,127.26,-0.1992,0.0741,b3612
418,20,3.8899,129.13,-0.6943,0.0478,b3613
318,20,4.1098,128.72,-0.2362,0.0692,b3614
343,20,4.1898,135.73,-0.4181,0.1137,b3615
340,20,4.1384,127.10,+0.0453,0.0794,b3616
397,20,4.0644,126.25,-0.0544,0.0756,b3617
284,20,4.1662,135.30,-0.2754,0.1408,b3618
309,20,4.1180,130.45,-0.2906,0.1392,b3619
347,20,4.1368,130.10,-0.1911,0.0836,b3620
318,20,4.0908,129.32,-0.2261,0.0818,b3621
418,20,3.8951,129.80,+0.6998,0.1220,b3622
356,20,4.0718,134.81,-0.1817,0.1208,b3623
282,19,4.0559,134.22,-0.2560,0.1135,b3624
231,19,4.0073,136.25,-0.5273,0.0996,b3625
337,20,4.1214,133.42,-0.1585,0.1187,b3626
338,20,4.1599,134.21,-0.2275,0.1509,b3627
358,20,4.1868,131.64,-0.1642,0.1117,b3628
310,20,3.9951,136.02,-0.3458,0.1258,b3629
264,20,4.1051,134.39,-0.2837,0.0833,b3630
373,20,4.1538,130.98,-0.3472,0.1072,b3631
343,20,4.1767,130.50,-0.1703,0.0845,b3632
424,20,4.0421,129.20,+0.0177,0.0778,b3633
