acgt,ryr,gcc,Hgc,gcs,ats,locus_tag
180,1.1687,0.5056,0.9999,-0.1209,+0.0337,b2696
2625,1.1376,0.5371,0.9960,-0.0965,+0.0272,b2697
495,1.1429,0.5212,0.9987,-0.0698,+0.0633,b2698
1056,1.2661,0.5436,0.9945,-0.0906,+0.1494,b2699
492,1.1964,0.5691,0.9862,-0.1500,+0.0094,b2700
1080,1.0650,0.5528,0.9919,-0.0285,+0.0352,b2701
558,0.8538,0.5036,1.0000,+0.0320,-0.1264,b2702
954,0.9273,0.5482,0.9933,-0.0134,-0.0998,b2703
366,0.8964,0.5574,0.9905,+0.0196,-0.0988,b2704
774,1.0640,0.5349,0.9965,-0.0918,-0.0389,b2705
354,0.8730,0.5565,0.9908,+0.0558,-0.0828,b2706
768,1.0984,0.4896,0.9997,-0.0160,+0.0765,b2707
960,1.1053,0.5760,0.9833,-0.0524,+0.0467,b2708
1509,1.1134,0.5699,0.9859,-0.1512,-0.0755,b2709
1434,1.1371,0.5342,0.9966,-0.0183,+0.1168,b2710
1128,1.1203,0.5417,0.9950,-0.0638,+0.0484,b2711
2247,1.0316,0.5772,0.9827,-0.0840,-0.0779,b2712
522,1.0714,0.5268,0.9979,-0.1055,-0.0445,b2713
1005,1.1383,0.5343,0.9966,-0.0875,+0.0385,b2714
1452,0.9863,0.5620,0.9889,-0.0441,-0.0723,b2715
1419,1.1053,0.5159,0.9993,-0.0874,+0.0102,b2716
465,1.1934,0.5398,0.9954,-0.1076,+0.0654,b2717
405,1.2376,0.5309,0.9972,-0.1256,+0.0842,b2718
762,1.0000,0.5656,0.9875,-0.0441,-0.0574,b2719
537,1.0496,0.5587,0.9900,+0.0400,+0.1055,b2720
1704,1.0190,0.5704,0.9856,-0.0144,+0.0027,b2721
918,0.8508,0.5861,0.9785,-0.0558,-0.2737,b2722
1821,0.9168,0.5826,0.9802,-0.0895,-0.2289,b2723
606,0.9486,0.5743,0.9840,+0.0287,-0.0233,b2724
456,1.1611,0.5044,0.9999,+0.0087,+0.1593,b2725
345,1.1562,0.5333,0.9968,-0.0652,+0.0807,b2726
867,1.0545,0.5536,0.9917,+0.0458,+0.1163,b2727
267,1.1707,0.5618,0.9890,-0.0933,+0.0598,b2728
1116,0.9929,0.5556,0.9911,-0.0452,-0.0645,b2729
1005,1.0807,0.5741,0.9841,-0.0745,-0.0093,b2730
2073,1.0525,0.5268,0.9979,-0.0092,+0.0438,b2731
348,1.2597,0.5086,0.9998,-0.0847,+0.1462,b2732
2556,1.0917,0.5622,0.9888,-0.0397,+0.0492,b2733
651,1.0093,0.4240,0.9833,+0.0000,+0.0080,b2734
762,1.1771,0.5184,0.9990,-0.1443,+0.0136,b2735
903,1.0855,0.5316,0.9971,-0.1000,-0.0260,b2736
1161,1.0333,0.5530,0.9919,-0.0156,+0.0173,b2737
633,1.0960,0.5387,0.9957,-0.0792,+0.0068,b2738
771,1.0078,0.5175,0.9991,+0.0025,+0.0108,b2739
1359,0.9277,0.5180,0.9991,-0.0682,-0.1511,b2740
987,1.2180,0.5228,0.9985,-0.1279,+0.0658,b2741
1134,1.1196,0.5265,0.9980,+0.0318,+0.1546,b2742
621,1.1638,0.5378,0.9959,-0.1437,-0.0035,b2743
756,0.9947,0.5503,0.9927,-0.0721,-0.0941,b2744
1044,1.1933,0.5239,0.9983,-0.1298,+0.0423,b2745
474,1.1161,0.5401,0.9954,-0.1094,-0.0092,b2746
705,0.9693,0.5574,0.9905,+0.0025,-0.0321,b2747
306,1.1857,0.5261,0.9980,-0.0807,+0.0897,b2748
318,0.8488,0.4874,0.9995,-0.0581,-0.2147,b2749
600,1.1277,0.5267,0.9979,-0.0949,+0.0211,b2750
1422,1.0850,0.5478,0.9934,-0.0706,+0.0047,b2751
903,1.1247,0.5327,0.9969,-0.0478,+0.0711,b2752
1032,1.1590,0.4942,0.9999,-0.0745,+0.0728,b2753
279,1.3058,0.4659,0.9967,-0.3385,-0.0470,b2754
912,1.0132,0.5143,0.9994,-0.0704,-0.0609,b2755
594,1.0554,0.4545,0.9940,-0.0593,+0.0000,b2756
669,1.0459,0.4843,0.9993,-0.0864,-0.0377,b2757
1086,1.0845,0.4355,0.9880,-0.0867,+0.0049,b2758
477,1.1584,0.4675,0.9970,-0.0762,+0.0709,b2759
1503,1.0904,0.4385,0.9890,-0.0653,+0.0261,b2760
2661,1.0596,0.4476,0.9921,-0.0882,-0.0190,b2761
729,1.2024,0.5103,0.9997,-0.0591,+0.1261,b2762
1707,1.1885,0.5618,0.9890,-0.0615,+0.1176,b2763
1794,1.0621,0.5619,0.9889,-0.0119,+0.0534,b2764
360,1.0339,0.4972,1.0000,+0.0056,+0.0387,b2765
1266,0.9843,0.5545,0.9914,-0.0541,-0.0851,b2766
255,0.8085,0.5608,0.9893,+0.0490,-0.1786,b2767
570,1.0504,0.4667,0.9968,-0.0827,-0.0263,b2768
855,1.2500,0.5591,0.9899,-0.1715,+0.0345,b2769
774,1.2178,0.5581,0.9902,-0.1435,+0.0409,b2770
1332,0.8073,0.5338,0.9967,-0.0323,-0.2657,b2771
1449,1.1061,0.5066,0.9999,-0.0163,+0.0853,b4463
780,1.0526,0.4590,0.9951,-0.0894,-0.0284,b2774
1272,0.8844,0.4984,1.0000,+0.0000,-0.1223,b2775
1473,1.1472,0.4915,0.9998,-0.1160,+0.0227,b2776
666,1.1346,0.5180,0.9991,-0.0841,+0.0405,b2777
135,1.0149,0.2444,0.8024,+0.0909,+0.0392,b4682
867,0.9181,0.4129,0.9780,+0.0112,-0.0648,b2778
1293,1.1232,0.5050,0.9999,-0.0199,+0.0969,b2779
1632,1.0554,0.5202,0.9988,-0.0436,+0.0089,b2780
786,1.2203,0.5102,0.9997,-0.1222,+0.0753,b2781
330,1.2603,0.4636,0.9962,-0.1373,+0.0960,b2782
243,1.3824,0.4938,0.9999,-0.1667,+0.1545,b2783
2229,1.1557,0.5384,0.9958,-0.0833,+0.0593,b2784
1296,1.0903,0.5154,0.9993,-0.0389,+0.0478,b2785
2751,1.0530,0.4991,1.0000,-0.0153,+0.0363,b2786
1335,1.1567,0.5341,0.9966,-0.1248,+0.0129,b2787
1335,1.0538,0.5408,0.9952,-0.0720,-0.0277,b2788
1347,0.9493,0.5241,0.9983,-0.1303,-0.1981,b2789
444,1.1765,0.5293,0.9975,-0.1489,+0.0048,b2790
777,1.1057,0.5431,0.9946,-0.0711,+0.0254,b2791
324,0.9756,0.5309,0.9972,+0.0116,-0.0132,b2792
540,1.0769,0.4796,0.9988,-0.0193,+0.0534,b2793
843,1.0071,0.4911,0.9998,+0.0048,+0.0117,b2794
1359,0.9696,0.5151,0.9993,-0.0057,-0.0379,b2795
1284,0.8855,0.5249,0.9982,+0.0237,-0.1016,b2796
1362,1.0668,0.5514,0.9924,-0.0546,+0.0049,b2797
750,1.0718,0.5293,0.9975,-0.0428,+0.0255,b2798
1143,1.1648,0.5372,0.9960,-0.1694,-0.0321,b2799
642,1.0980,0.4938,0.9999,-0.0662,+0.0277,b2800
1311,0.8234,0.4775,0.9985,+0.0575,-0.1328,b2801
1770,1.0605,0.5463,0.9938,-0.0052,+0.0585,b2802
1443,1.0556,0.5100,0.9997,-0.0489,+0.0042,b2803
417,1.0145,0.4940,0.9999,-0.0388,-0.0237,b2804
726,1.0567,0.4835,0.9992,+0.0256,+0.0773,b2805
1095,1.1262,0.5242,0.9983,-0.1324,-0.0211,b2806
390,0.8750,0.5513,0.9924,-0.1442,-0.3257,b2807
912,1.0267,0.4934,0.9999,-0.0489,-0.0216,b2808
222,1.1143,0.4730,0.9979,+0.0286,+0.1282,b2809
1200,1.0374,0.5608,0.9893,-0.0639,-0.0398,b2810
438,1.2347,0.5502,0.9927,-0.0954,+0.1168,b2811
801,1.2312,0.5493,0.9930,-0.2364,-0.0582,b2812
1092,1.0682,0.5293,0.9975,-0.0796,-0.0195,b2813
1248,1.1780,0.5361,0.9962,-0.0792,+0.0846,b2817
1326,1.1115,0.5264,0.9980,-0.0774,+0.0255,b2818
1821,1.0979,0.5541,0.9915,-0.0981,-0.0172,b2819
3537,1.0660,0.5462,0.9938,-0.0528,+0.0069,b2820
2883,1.1230,0.5120,0.9996,-0.0542,+0.0618,b2821
3363,1.0174,0.5364,0.9962,-0.0477,-0.0366,b2822
318,1.1200,0.5535,0.9917,-0.0455,+0.0704,b2823
402,1.0406,0.5274,0.9978,-0.1509,-0.1263,b2824
558,1.1797,0.5251,0.9982,-0.1945,-0.0415,b2825
465,1.0759,0.5462,0.9938,-0.0866,-0.0237,b2826
789,1.0128,0.5133,0.9995,+0.0272,+0.0417,b2827
870,0.7719,0.5299,0.9974,+0.0065,-0.2665,b2828
2241,1.0847,0.5395,0.9955,-0.0819,-0.0078,b2829
525,1.2826,0.4952,0.9999,-0.1462,+0.1019,b2830
684,1.1308,0.5380,0.9958,-0.0815,+0.0380,b2831
708,0.8486,0.5000,1.0000,-0.0282,-0.1921,b2832
213,1.2188,0.4413,0.9900,-0.2128,+0.0084,b2833
1035,1.0495,0.5459,0.9939,+0.0195,+0.0766,b2834
1188,0.9604,0.5572,0.9905,-0.1299,-0.2091,b2835
2154,1.0206,0.5269,0.9979,-0.0396,-0.0226,b2836
1026,0.9769,0.5292,0.9975,-0.0313,-0.0600,b2837
1257,1.0373,0.5322,0.9970,-0.0912,-0.0646,b2838
930,0.9175,0.5366,0.9961,+0.0140,-0.0766,b2839
687,1.1009,0.5109,0.9997,-0.1567,-0.0655,b2840
1413,0.9790,0.5124,0.9996,-0.1298,-0.1582,b2841
756,1.1176,0.5225,0.9985,-0.1342,-0.0305,b2842
831,1.0775,0.4958,0.9999,-0.0583,+0.0167,b2843
1176,1.1151,0.5366,0.9961,-0.1474,-0.0532,b2844
1224,0.8296,0.4461,0.9916,+0.0183,-0.1534,b2845
627,1.0693,0.3748,0.9543,-0.1149,-0.0153,b2846
804,1.1158,0.3968,0.9690,+0.0157,+0.1010,b2847
477,1.2394,0.3166,0.9006,-0.1126,+0.1043,b2848
75,0.8750,0.2667,0.8366,-0.2000,-0.1636,b4683
420,1.0896,0.3286,0.9135,-0.0580,+0.0355,b2849
,,,,,,b2850
486,1.2396,0.3292,0.9141,-0.0625,+0.1288,b2851
1371,1.1388,0.3479,0.9322,+0.0063,+0.1029,b2852
213,1.1089,0.3380,0.9229,+0.0833,+0.1206,b2853
,,,,,,b2854
,,,,,,b2856
,,,,,,b2858
,,,,,,b2859
900,1.2113,0.5511,0.9924,-0.1290,+0.0545,b2860
360,1.2642,0.5361,0.9962,-0.0777,+0.1617,b2861
,,,,,,b2863
750,1.1739,0.5107,0.9997,-0.0548,+0.1063,b2865
2253,1.0371,0.5304,0.9973,-0.0075,+0.0302,b2866
873,0.9272,0.5384,0.9957,+0.0894,+0.0223,b2867
474,1.2150,0.5253,0.9981,-0.0924,+0.1022,b2868
1773,1.0688,0.4585,0.9950,-0.0800,-0.0063,b2869
1185,1.1085,0.5013,1.0000,+0.0236,+0.1269,b2870
1191,1.0677,0.5382,0.9958,+0.0109,+0.0836,b2871
1206,1.0793,0.5166,0.9992,-0.0273,+0.0497,b2872
1380,0.9714,0.5297,0.9975,+0.0178,-0.0108,b2873
927,1.1812,0.4930,0.9999,-0.1204,+0.0468,b2874
1620,1.1288,0.5235,0.9984,-0.1651,-0.0544,b2875
765,1.0238,0.5046,0.9999,-0.0518,-0.0290,b2876
573,1.0538,0.4328,0.9869,+0.0726,+0.1015,b2877
3093,1.0019,0.5228,0.9985,+0.0427,+0.0488,b2878
1323,1.0229,0.5283,0.9977,-0.0215,+0.0000,b2879
774,1.0368,0.5465,0.9937,-0.0213,+0.0142,b2880
2865,1.0523,0.5302,0.9974,-0.0204,+0.0312,b2881
1395,0.8117,0.4903,0.9997,-0.0205,-0.2236,b2882
1314,1.0628,0.4909,0.9998,-0.0202,+0.0404,b2883
1362,0.8917,0.5272,0.9979,-0.0752,-0.2050,b4464
483,1.0380,0.5507,0.9926,-0.0977,-0.0783,b2886
1914,1.0827,0.5293,0.9975,-0.0977,-0.0255,b2887
1443,0.8476,0.4913,0.9998,-0.0296,-0.1907,b2888
120,0.5584,0.3500,0.9341,+0.0952,-0.3846,b4684
543,1.0885,0.5046,0.9999,-0.0365,+0.0483,b2889
1512,1.0543,0.5324,0.9970,-0.0012,+0.0552,b2890
1092,1.2061,0.5366,0.9961,-0.0648,+0.1265,b2891
1728,1.0695,0.5666,0.9872,-0.0827,-0.0307,b2892
705,1.2170,0.4865,0.9995,-0.0904,+0.1050,b2893
891,1.0769,0.5309,0.9972,-0.0867,-0.0191,b2894
516,1.1590,0.5155,0.9993,-0.0827,+0.0640,b2895
402,1.0406,0.5373,0.9960,-0.1852,-0.1720,b2896
261,1.1048,0.4981,1.0000,-0.0154,+0.0840,b2897
975,1.1571,0.5415,0.9950,-0.0758,+0.0694,b2898
654,0.9067,0.5229,0.9985,-0.0936,-0.2051,b2899
306,1.0265,0.4412,0.9900,+0.0370,+0.0526,b2900
1434,1.1435,0.5091,0.9998,-0.0795,+0.0540,b2901
738,1.1834,0.5528,0.9919,-0.1078,+0.0545,b2902
2868,1.0515,0.5603,0.9895,-0.0106,+0.0436,b2903
384,1.4459,0.5312,0.9972,-0.1471,+0.2222,b2904
1089,1.0547,0.5473,0.9935,-0.0570,-0.0101,b2905
1197,1.0567,0.5514,0.9924,-0.0909,-0.0503,b2906
1173,1.0436,0.5968,0.9728,-0.0857,-0.0740,b2907
1320,1.1086,0.5364,0.9962,-0.0339,+0.0719,b2908
573,1.0912,0.5166,0.9992,-0.0203,+0.0686,b2909
324,1.2500,0.4691,0.9972,+0.0132,+0.2209,b2910
543,0.9963,0.5230,0.9985,-0.0352,-0.0425,b2912
54,0.6875,0.3704,0.9510,+0.1000,-0.2353,b4665
1227,1.0939,0.5314,0.9972,-0.0521,+0.0365,b2913
654,1.1443,0.5199,0.9989,-0.0882,+0.0446,b2914
,,,,,,b2915
888,0.9910,0.5462,0.9938,+0.0103,+0.0025,b2916
2139,1.0066,0.5507,0.9926,+0.0323,+0.0468,b2917
990,1.1154,0.5414,0.9950,-0.0597,+0.0485,b2918
780,0.9598,0.4962,1.0000,+0.0439,+0.0025,b2919
1473,1.0178,0.5329,0.9969,-0.0064,+0.0116,b2920
891,1.0204,0.4478,0.9921,+0.0125,+0.0285,b2921
735,1.1554,0.5279,0.9978,-0.0464,+0.1009,b2922
630,0.8862,0.5079,0.9998,-0.1062,-0.2323,b2923
855,0.9746,0.5018,1.0000,-0.0816,-0.1080,b2924
1074,1.0575,0.5130,0.9995,+0.0200,+0.0784,b2925
1158,1.0423,0.5250,0.9982,-0.0132,+0.0291,b2926
1014,0.9882,0.5168,0.9992,-0.0076,-0.0204,b2927
708,1.1261,0.5028,1.0000,-0.0674,+0.0511,b2928
504,1.0826,0.4821,0.9991,-0.0782,+0.0038,b2929
960,1.2642,0.5677,0.9867,-0.1817,+0.0313,b2930
1272,1.1060,0.5102,0.9997,-0.1094,-0.0112,b4465
1383,1.0131,0.4989,1.0000,-0.1275,-0.1140,b2933
438,1.0563,0.4269,0.9845,+0.0160,+0.0598,b2934
1986,1.0203,0.5584,0.9901,+0.0045,+0.0285,b2935
753,1.2545,0.5179,0.9991,-0.1026,+0.1240,b2936
915,1.0066,0.5486,0.9932,-0.0637,-0.0702,b2937
1971,1.0553,0.5439,0.9944,-0.0560,-0.0078,b2938
126,1.0656,0.4127,0.9779,-0.1154,-0.0270,b2939
210,1.2581,0.4905,0.9997,-0.0291,+0.1963,b2940
1149,1.0052,0.5344,0.9966,+0.0163,+0.0243,b2942
1389,0.9185,0.5328,0.9969,-0.0324,-0.1279,b2943
492,1.0000,0.5569,0.9906,+0.0511,+0.0642,b2944
702,1.1938,0.5513,0.9924,-0.0698,+0.1111,b2945
726,1.0567,0.5344,0.9966,-0.0309,+0.0237,b2946
945,1.1380,0.5365,0.9962,-0.0572,+0.0731,b2947
558,0.9787,0.5125,0.9995,+0.0140,-0.0074,b2948
411,1.0347,0.5353,0.9964,-0.0182,+0.0157,b2949
975,1.2210,0.5559,0.9910,-0.1587,+0.0254,b2950
699,1.0804,0.5165,0.9992,-0.0249,+0.0533,b2951
561,0.8576,0.5152,0.9993,-0.0519,-0.2132,b2952
285,1.1111,0.4807,0.9989,-0.0073,+0.0946,b2953
588,1.0417,0.5595,0.9898,-0.0152,+0.0270,b2954
1131,1.0378,0.5340,0.9967,-0.0695,-0.0398,b2955
1002,1.4029,0.4461,0.9916,-0.1275,+0.2000,b2956
1041,1.0820,0.5283,0.9977,+0.0145,+0.0998,b2957
714,1.3960,0.5280,0.9977,-0.1194,+0.2166,b2958
321,1.3778,0.4922,0.9998,-0.1772,+0.1411,b2959
714,1.1124,0.5294,0.9975,-0.1217,-0.0238,b2960
1047,1.0096,0.5530,0.9919,-0.0328,-0.0299,b2961
270,1.4324,0.4815,0.9990,-0.1077,+0.2429,b2962
1074,1.0112,0.5130,0.9995,+0.0236,+0.0363,b2963
1251,0.8397,0.4988,1.0000,+0.0064,-0.1675,b2964
2130,1.0266,0.5230,0.9985,-0.1041,-0.0866,b2965
702,0.8329,0.5171,0.9992,-0.0028,-0.1917,b2966
531,1.2405,0.5367,0.9961,-0.1719,+0.0325,b2968
,,,,,,b2969
,,,,,,b2970
405,1.3410,0.4444,0.9911,-0.0333,+0.2356,b2971
804,0.9420,0.5199,0.9989,-0.0766,-0.1451,b2972
4557,1.1607,0.5207,0.9988,-0.0611,+0.0888,b4466
1677,0.8779,0.5361,0.9962,-0.0456,-0.1928,b2975
2166,1.1552,0.5355,0.9964,-0.0672,+0.0775,b2976
399,1.2670,0.5514,0.9924,-0.2000,+0.0168,b2977
1218,1.1481,0.5575,0.9904,-0.0574,+0.0835,b4467
1047,1.0489,0.5769,0.9829,-0.0629,-0.0293,b4468
1494,1.0108,0.5676,0.9868,-0.0472,-0.0495,b2979
759,1.0569,0.5520,0.9922,-0.0358,+0.0176,b2980
,,,,,,b2981
1011,1.1239,0.5490,0.9931,+0.0234,+0.1579,b2982
1062,0.8730,0.5292,0.9975,-0.0641,-0.2160,b2983
753,1.1152,0.5378,0.9959,-0.0370,+0.0747,b2984
708,1.0229,0.5028,1.0000,+0.0112,+0.0341,b2985
687,1.0693,0.4760,0.9983,-0.0581,+0.0111,b2986
1494,0.9788,0.5207,0.9988,-0.0668,-0.0950,b2987
1854,1.1237,0.5259,0.9981,-0.0769,+0.0375,b2988
861,1.1103,0.5366,0.9961,-0.1082,-0.0125,b2989
243,1.1316,0.5267,0.9979,-0.1094,+0.0087,b2990
336,1.0613,0.5565,0.9908,-0.1337,-0.1007,b2991
483,0.9476,0.5466,0.9937,-0.0303,-0.0959,b2992
489,1.0720,0.5501,0.9927,-0.1004,-0.0455,b2993
1698,1.0657,0.5306,0.9973,-0.0366,+0.0263,b2994
1173,0.8560,0.5422,0.9949,-0.0755,-0.2588,b2995
981,1.1373,0.5454,0.9941,-0.0393,+0.0942,b2996
1113,1.0573,0.5454,0.9941,-0.0280,+0.0277,b2997
282,1.1203,0.4574,0.9948,-0.1473,-0.0196,b2998
,,,,,,b4658
1035,1.0825,0.5217,0.9986,-0.0593,+0.0182,b3001
489,0.8953,0.4765,0.9984,-0.0901,-0.1875,b3002
879,1.2030,0.5461,0.9939,-0.0625,+0.1278,b3003
420,1.2222,0.5071,0.9999,-0.0798,+0.1208,b3005
729,1.0478,0.5322,0.9970,-0.0876,-0.0499,b3006
1182,1.0521,0.5118,0.9996,-0.0512,-0.0017,b3008
654,0.8475,0.5122,0.9996,-0.0328,-0.2038,b3009
951,1.1323,0.5068,0.9999,-0.0954,+0.0277,b3010
1158,1.0679,0.5484,0.9932,+0.0047,+0.0784,b3011
822,1.1406,0.5158,0.9993,+0.0472,+0.1859,b3012
921,1.0837,0.4745,0.9981,-0.0114,+0.0661,b3013
252,1.0826,0.4881,0.9996,+0.0081,+0.0853,b3014
2214,1.0293,0.5470,0.9936,-0.0140,+0.0150,b4469
1407,1.0043,0.5657,0.9875,-0.0477,-0.0573,b3017
732,0.9784,0.4973,1.0000,+0.0275,+0.0054,b3018
2253,1.1355,0.5477,0.9934,-0.0762,+0.0481,b3019
1602,1.0832,0.5237,0.9984,-0.0226,+0.0590,b3020
390,1.2034,0.4256,0.9840,-0.0843,+0.0982,b3021
291,1.0935,0.4055,0.9741,-0.1017,+0.0058,b3022
477,1.0127,0.5346,0.9965,-0.0196,-0.0090,b3023
387,1.3174,0.5245,0.9983,-0.0837,+0.1957,b3024
654,1.1946,0.5183,0.9990,-0.1209,+0.0540,b3025
1344,1.0582,0.5320,0.9970,-0.0238,+0.0334,b3026
327,0.8475,0.3425,0.9272,-0.2143,-0.2372,b3027
576,1.1099,0.5087,0.9998,-0.0171,+0.0883,b3028
309,1.1310,0.5113,0.9996,-0.0759,+0.0464,b3029
1887,1.1322,0.5368,0.9961,-0.1056,+0.0114,b3030
576,0.9264,0.5399,0.9954,+0.0032,-0.0792,b3031
822,0.9665,0.5669,0.9870,-0.0129,-0.0562,b3032
417,1.0542,0.4844,0.9993,-0.0297,+0.0233,b3033
624,1.2527,0.5112,0.9996,-0.1661,+0.0557,b3034
1476,1.0472,0.5142,0.9994,+0.0540,+0.1046,b3035
666,1.1210,0.5631,0.9885,+0.0293,+0.1684,b3037
1155,1.1077,0.5030,1.0000,-0.0568,+0.0453,b3038
783,1.1335,0.5453,0.9941,-0.1522,-0.0449,b3039
768,0.9542,0.5339,0.9967,-0.0829,-0.1453,b3040
648,1.0703,0.5201,0.9988,-0.0742,-0.0096,b3041
285,1.3554,0.5018,1.0000,+0.0350,+0.3380,b3042
546,1.0760,0.4396,0.9894,-0.0167,+0.0523,b3043
,,,,,,b3046
360,1.2642,0.5361,0.9962,-0.0777,+0.1617,b3044
900,1.2113,0.5511,0.9924,-0.1290,+0.0545,b3045
744,1.1818,0.3884,0.9638,+0.0035,+0.1385,b3047
1059,1.0643,0.3994,0.9706,-0.0733,+0.0031,b3048
195,1.0968,0.4564,0.9945,-0.1461,-0.0377,b3049
624,0.7983,0.4279,0.9849,+0.0787,-0.1373,b3050
1656,1.2169,0.5054,0.9999,-0.0514,+0.1453,b3051
54,0.7419,0.3889,0.9641,-0.0476,-0.2727,b4664
54,0.6875,0.4074,0.9751,+0.0000,-0.3125,b4666
1428,1.1735,0.5588,0.9900,-0.1178,+0.0317,b3052
2835,1.1141,0.5601,0.9895,-0.1134,-0.0217,b3053
1296,1.1493,0.5556,0.9911,-0.0778,+0.0590,b3054
615,1.1731,0.5301,0.9974,+0.0307,+0.2042,b3055
1233,1.0448,0.5629,0.9886,-0.0548,-0.0204,b3056
816,0.9291,0.5270,0.9979,-0.1674,-0.2642,b3057
363,1.3571,0.5152,0.9993,-0.2406,+0.0568,b3058
612,0.9125,0.5408,0.9952,-0.0211,-0.1246,b3059
927,1.1659,0.4973,1.0000,-0.1236,+0.0300,b3060
906,1.0828,0.5397,0.9954,+0.0184,+0.1079,b3061
600,1.1818,0.5433,0.9946,-0.0491,+0.1241,b3062
1458,0.8503,0.5542,0.9915,-0.0371,-0.2277,b3063
1008,1.0698,0.5794,0.9817,-0.1096,-0.0708,b3064
210,1.1429,0.5286,0.9976,-0.0090,+0.1313,b3065
1740,1.0690,0.5236,0.9984,-0.0143,+0.0543,b3066
1836,1.1883,0.5310,0.9972,-0.0215,+0.1591,b3067
501,1.1688,0.5409,0.9952,-0.1439,+0.0000,b3068
759,1.0240,0.5665,0.9872,-0.0419,-0.0274,b3070
618,1.3060,0.5405,0.9953,-0.1078,+0.1620,b3071
1515,1.2182,0.5492,0.9930,-0.1202,+0.0717,b3072
1374,1.1041,0.5546,0.9914,-0.0604,+0.0359,b3073
327,1.4962,0.5321,0.9970,-0.2299,+0.1634,b3074
978,1.0503,0.5194,0.9989,+0.0197,+0.0723,b3075
3087,1.0072,0.5458,0.9939,+0.0243,+0.0371,b3076
444,1.1872,0.4595,0.9953,-0.0392,+0.1250,b3077
1428,0.8145,0.4979,1.0000,+0.0267,-0.1771,b3078
1065,1.0056,0.5211,0.9987,+0.0234,+0.0314,b3079
2346,1.1523,0.5456,0.9940,-0.0375,+0.1107,b3080
2013,1.1257,0.5733,0.9845,-0.0503,+0.0710,b3081
411,1.0550,0.4891,0.9997,-0.0448,+0.0095,b3082
309,1.2391,0.3851,0.9616,-0.1092,+0.1053,b3083
1131,1.0415,0.5402,0.9953,-0.0049,+0.0385,b3084
498,1.0837,0.5100,0.9997,+0.0079,+0.0902,b3085
687,0.9913,0.5182,0.9990,-0.0056,-0.0151,b3086
981,0.9939,0.5280,0.9977,-0.0386,-0.0497,b3087
960,0.8641,0.5427,0.9947,-0.0864,-0.2620,b3088
1239,0.8383,0.5537,0.9917,-0.0204,-0.2224,b3089
546,0.9024,0.5000,1.0000,-0.0916,-0.1941,b3090
1482,1.1293,0.5385,0.9957,-0.0652,+0.0556,b3091
1407,1.0421,0.5444,0.9943,-0.0026,+0.0421,b3092
1413,0.9625,0.5442,0.9943,-0.0975,-0.1584,b3093
771,1.1123,0.5071,0.9999,+0.0077,+0.1158,b3094
657,0.8934,0.5099,0.9997,-0.0806,-0.1988,b3095
378,0.8529,0.5450,0.9942,+0.1262,-0.0233,b3096
363,1.4527,0.4931,0.9999,-0.0726,+0.2935,b3097
300,1.2727,0.5567,0.9907,-0.1617,+0.0677,b3098
399,1.0781,0.5338,0.9967,-0.1362,-0.0753,b3099
294,1.1000,0.5714,0.9852,-0.0833,+0.0000,b3100
387,0.9350,0.4935,0.9999,-0.0785,-0.1429,b3101
981,0.9659,0.5138,0.9995,+0.0437,+0.0105,b3102
360,0.9565,0.5250,0.9982,-0.0794,-0.1345,b3103
351,0.6794,0.4530,0.9936,+0.0189,-0.3333,b3104
891,1.2054,0.5556,0.9911,-0.1354,+0.0404,b3105
696,1.0531,0.5359,0.9963,-0.0295,+0.0217,b3106
159,1.4844,0.5346,0.9965,-0.1529,+0.2432,b3107
1305,1.1896,0.5709,0.9855,-0.1678,-0.0214,b4470
1326,0.9471,0.5068,0.9999,-0.1131,-0.1713,b3110
1359,1.1334,0.5350,0.9965,-0.1059,+0.0127,b4471
384,1.1099,0.5312,0.9972,-0.0588,+0.0444,b3113
2289,1.0585,0.5317,0.9971,-0.0058,+0.0541,b3114
1203,1.0151,0.4846,0.9993,-0.0806,-0.0613,b3115
1326,0.7992,0.5000,1.0000,+0.0166,-0.2066,b3116
984,1.0847,0.4654,0.9966,-0.0655,+0.0190,b3117
933,1.0551,0.4223,0.9825,-0.1066,-0.0315,b3118
213,0.8051,0.2911,0.8701,+0.1290,-0.0993,b3119
534,0.9778,0.3558,0.9391,+0.0842,+0.0291,b3120
1182,1.1569,0.3181,0.9023,+0.0213,+0.1166,b3121
1140,1.2353,0.5386,0.9957,-0.1694,+0.0304,b3124
879,1.2596,0.5324,0.9970,-0.1581,+0.0657,b3125
765,0.9922,0.5320,0.9970,+0.0123,+0.0056,b3126
1329,0.8561,0.5147,0.9994,-0.0263,-0.1876,b3127
1566,1.1660,0.5294,0.9975,-0.0881,+0.0638,b3128
330,1.1569,0.4818,0.9990,+0.0189,+0.1579,b3129
459,1.2282,0.4401,0.9896,-0.0396,+0.1518,b3130
804,1.1789,0.5236,0.9984,-0.1449,+0.0131,b3131
1275,0.9953,0.5537,0.9917,+0.0340,+0.0369,b3132
468,1.1370,0.5085,0.9998,-0.0840,+0.0435,b3133
,,,,,,b3134
,,,,,,b3135
1149,0.9279,0.5683,0.9865,+0.0904,+0.0323,b3136
855,1.1007,0.5228,0.9985,-0.0515,+0.0441,b3137
471,1.0658,0.4437,0.9908,-0.0048,+0.0534,b3138
798,0.8601,0.5150,0.9993,-0.0365,-0.1938,b3139
786,0.9552,0.4962,1.0000,-0.0513,-0.0960,b3140
